jpg_link;AUTHOR;TITLE;TECHNIQUE;LOCATION;TYPE;SCHOOL;TIMEFRAME;CSS2_1;CSS2_2;CSS2_3;CSS2_4;CSS2_5;CSS2_6;CSS2_7;CSS2_8;CSS2_9;CSS3_1;CSS3_2;CSS3_3;CSS3_4;CSS3_5;CSS3_6;CSS3_7;CSS3_8;CSS3_9;ESA_1;ESA_2;ESA_3;ESA_4;ESA_5;ESA_6;ESA_7;ESA_8;ESA_9
http://www.wga.hu/art/p/palma/giovane/1/5apostle.jpg;PALMA GIOVANE;Apostles at the Virgin's Tomb;Oil on canvas;The Hermitage, St. Petersburg;religious;Italian;1551-1600;gray;green;brown;yellow;brown;brown;brown;brown;black;dimgrey;darkolivegreen;saddlebrown;darkkhaki;peru;saddlebrown;sienna;saddlebrown;black;#8e7952;#68593d;#764821;#af9a6f;#b67d3d;#53311b;#8e5f2d;#9c3f19;#2c1812
http://www.wga.hu/art/a/aertsen/apostles.jpg;AERTSEN, Pieter;Apostles Peter and John;Oil on wood;The Hermitage, St. Petersburg;religious;Netherlandish;1501-1550;gray;gray;green;brown;gray;gray;green;green;brown;dimgrey;grey;darkolivegreen;tan;darkslategray;darkslategray;darkolivegreen;darkolivegreen;sienna;#815f49;#a08667;#704839;#c1ac88;#392e2c;#4b3933;#59443a;#6b5746;#986e50
http://www.wga.hu/art/g/greco_el/10/1003grec.jpg;GRECO, El;Apostles Peter and Paul;Oil on canvas;The Hermitage, St. Petersburg;religious;Spanish;1551-1600;brown;black;maroon;black;brown;black;black;green;black;saddlebrown;black;maroon;black;peru;black;black;darkolivegreen;black;#7d4a31;#180a06;#410a0b;#230506;#c88f62;#23100b;#311b10;#4c2a1a;#0b0404
http://www.wga.hu/art/g/guglie/apotheos.jpg;GUGLIELMI, Gregorio;Apotheosis of the Reign of Catherine II;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1751-1800;black;brown;black;gray;gray;brown;brown;brown;gray;black;rosybrown;black;darkslategray;grey;saddlebrown;tan;rosybrown;dimgrey;#341c1d;#ac8b65;#191016;#483531;#8a7460;#734630;#c7ba9d;#b19d84;#645853
http://www.wga.hu/art/d/dillens/hendrick/archer.jpg;DILLENS, Hendrick Joseph;Archer the Winner;Oil on panel;The Hermitage, St. Petersburg;other;Belgian;1851-1900;black;brown;gray;green;gray;green;gray;black;green;black;tan;darkslategray;darkolivegreen;darkslategray;darkolivegreen;grey;black;darkolivegreen;#271e18;#bfaf8f;#49402e;#5c4e33;#372d21;#553923;#9b8661;#181614;#79603a
http://www.wga.hu/art/v/vredeman/archland.jpg;VREDEMAN DE VRIES, Hans;Architectural Landscape;Oil on panel;The Hermitage, St. Petersburg;landscape;Dutch;1551-1600;gray;green;green;black;brown;gray;green;green;green;darkslategray;darkolivegreen;darkolivegreen;black;sienna;darkslategray;darkolivegreen;darkolivegreen;darkolivegreen;#463a2d;#614a2e;#594a34;#271d1f;#877143;#422f25;#6c5939;#705530;#54412c
http://www.wga.hu/art/r/robert/lancanal.jpg;ROBERT, Hubert;Architectural Landscape with a Canal;Oil on canvas;The Hermitage, St. Petersburg;landscape;French;1751-1800;gray;brown;green;black;black;gray;black;black;gray;darkgray;burlywood;darkolivegreen;black;black;silver;black;black;dimgrey;#aea797;#e0c398;#4d381e;#0e080c;#191010;#cac7be;#2c1d13;#221f1c;#7f6842
http://www.wga.hu/art/c/canalett/6/canal614.jpg;CANALETTO;Arrival of the French Ambassador in Venice;Oil on canvas;The Hermitage, St. Petersburg;historical;Italian;1701-1750;yellow;black;gray;gray;gray;brown;gray;gray;gray;darkkhaki;black;darkslategray;grey;grey;tan;dimgrey;darkslategray;dimgrey;#b3a272;#110e0f;#46443a;#8e9386;#98875f;#cac1a2;#786849;#2c261f;#5c6968
http://www.wga.hu/art/g/gerard_m/artist.jpg;GÉRARD, Marguerite;Artist Painting a Portrait of a Musician;Oil on panel;The Hermitage, St. Petersburg;genre;French;1751-1800;black;gray;black;brown;green;black;black;yellow;brown;black;darkslategray;black;saddlebrown;darkolivegreen;black;black;darkkhaki;sienna;#161312;#342818;#0e0c0e;#594012;#6b5a2c;#1c140a;#211b15;#c3ad6c;#968146
http://www.wga.hu/art/a/andrea/vanni/ascensio.jpg;ANDREA di Vanni d'Andrea;Ascension of Christ;Tempera on wood;The Hermitage, St. Petersburg;religious;Italian;1351-1400;green;brown;brown;brown;brown;gray;green;brown;gray;darkolivegreen;peru;sienna;sienna;sienna;darkgray;darkolivegreen;peru;darkslategray;#714d3a;#c59360;#a64b35;#94684a;#825b43;#9f9c9e;#533c31;#ad764f;#2f2724
http://www.wga.hu/art/g/guercino/0/assumpti.jpg;GUERCINO;Assumption of the Virgin;Oil on canvas;The Hermitage, St. Petersburg;religious;Italian;1601-1650;black;gray;gray;black;maroon;brown;brown;gray;black;black;darkslategray;darkslategray;black;maroon;tan;saddlebrown;dimgrey;black;#100c05;#2e251d;#4a433d;#231608;#472810;#c9b083;#754a1a;#816f53;#191819
http://www.wga.hu/art/c/camilo/assumpti.jpg;CAMILO, Francisco;Assumption of the Virgin;Oil on canvas;The Hermitage, St. Petersburg;religious;Spanish;1651-1700;brown;brown;brown;brown;yellow;brown;maroon;brown;brown;peru;peru;sandybrown;saddlebrown;darkkhaki;sandybrown;maroon;sienna;saddlebrown;#c1903b;#ad8e4e;#e3bb67;#765627;#c29f58;#d6ab53;#411f0e;#9d7330;#84440c
http://www.wga.hu/art/b/boilly/0boilly1.jpg;BOILLY, Louis Léopold;At the Entrance;Oil on panel;The Hermitage, St. Petersburg;genre;French;1751-1800;brown;black;gray;gray;gray;black;black;green;green;tan;black;darkslategray;darkslategray;dimgrey;black;black;darkolivegreen;darkolivegreen;#c5b89b;#2c1c18;#493124;#382820;#7f664d;#181213;#0c0a0b;#6a503b;#563f30
http://www.wga.hu/art/v/vrancx/attack.jpg;VRANCX, Sebastian;Attack of Robbers;Oil on panel;The Hermitage, St. Petersburg;landscape;Flemish;1601-1650;green;black;green;green;gray;gray;brown;brown;gray;darkolivegreen;black;darkolivegreen;darkolivegreen;grey;darkslategray;saddlebrown;saddlebrown;darkslategray;#604923;#261d19;#74623b;#4c381e;#95855e;#3c291a;#745722;#512f13;#4b4032
http://www.wga.hu/art/c/carriera/seasons3.jpg;CARRIERA, Rosalba;Autumn;Pastel on grey paper pasted on cardboard;The Hermitage, St. Petersburg;mythological;Italian;1701-1750;brown;gray;gray;gray;gray;gray;gray;gray;gray;rosybrown;dimgrey;silver;darkslategray;darkslategray;dimgrey;grey;dimgrey;darkslategray;#a79687;#535754;#cfc7bb;#2b2a29;#3e3d3c;#71655d;#8a7569;#63524c;#4a4946
http://www.wga.hu/art/k/kern_a/winter.jpg;KERN, Anton;Autumn and Winter;Oil on canvas;The Hermitage, St. Petersburg;mythological;German;1701-1750;gray;brown;gray;brown;brown;gray;gray;black;yellow;darkslategray;brown;dimgrey;saddlebrown;sienna;darkslategray;silver;black;darkkhaki;#2d272d;#8b2c29;#5d6251;#572527;#7c5b3a;#424038;#c1c0c0;#171426;#cb9c67
http://www.wga.hu/art/m/magnasco/1bacchan.jpg;MAGNASCO, Alessandro;Bacchanalian Scene;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1701-1750;green;green;black;yellow;gray;green;gray;green;green;darkolivegreen;darkolivegreen;black;darkkhaki;grey;darkolivegreen;grey;darkolivegreen;darkolivegreen;#64522c;#50452b;#2e261b;#c1a863;#908457;#79693c;#959c7a;#44361f;#5b5841
http://www.wga.hu/art/c/cassana/niccolo/bacchana.jpg;CASSANA, Niccolò;Bacchanalian Scene;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1651-1700;gray;maroon;brown;green;brown;yellow;black;gray;gray;dimgrey;maroon;tan;darkolivegreen;saddlebrown;darkkhaki;black;darkslategray;grey;#7a6449;#462114;#d7c395;#523f2c;#70492d;#bba174;#1c110e;#302c23;#9d805a
http://www.wga.hu/art/e/epinay/bacchant.jpg;EPINAY, Prosper d';Bacchante;Marble;The Hermitage, St. Petersburg;mythological;French;1851-1900;gray;gray;black;gray;black;gray;gray;gray;gray;lightgray;dimgrey;black;darkslategray;black;grey;grey;darkgray;darkslategray;#d8cbce;#615e5f;#05090a;#313133;#1d1e20;#7a767a;#7e746f;#a2979a;#484748
http://www.wga.hu/art/r/rubens/23mythol/53mythol.jpg;RUBENS, Peter Paul;Bacchus;Oil on canvas;The Hermitage, St. Petersburg;mythological;Flemish;1601-1650;brown;brown;black;brown;brown;green;yellow;brown;green;sienna;saddlebrown;black;saddlebrown;saddlebrown;darkolivegreen;darkkhaki;sienna;darkolivegreen;#a5783b;#7f531b;#211208;#684517;#5e390f;#675432;#c4a36a;#866b42;#462f12
http://www.wga.hu/art/t/turchi/bacchus.jpg;TURCHI, Alessandro;Bacchus and Ariadne;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1601-1650;brown;brown;black;gray;brown;yellow;brown;gray;green;saddlebrown;sienna;black;grey;tan;darkkhaki;saddlebrown;silver;darkolivegreen;#844d23;#9f6b38;#241611;#9a8060;#d1b58a;#c5a269;#5c2f17;#dac7a9;#614b36
http://www.wga.hu/art/b/bol/bacchus.jpg;BOL, Ferdinand;Bacchus and Ariadne;Oil on canvas;The Hermitage, St. Petersburg;mythological;Dutch;1651-1700;brown;yellow;brown;black;black;gray;green;black;black;sienna;darkkhaki;saddlebrown;black;black;darkslategray;darkolivegreen;black;black;#9c6125;#cda462;#65451d;#060d10;#331d14;#2b2a1e;#43321a;#131414;#201c14
http://www.wga.hu/art/b/bonavia/baia_bay.jpg;BONAVIA, Carlo;Baia Bay;Oil on canvas;The Hermitage, St. Petersburg;landscape;Italian;1751-1800;brown;gray;gray;gray;gray;green;black;gray;gray;rosybrown;darkgray;lightslategrey;grey;silver;darkolivegreen;black;darkgray;dimgrey;#b49672;#b8b2aa;#90948f;#7f8883;#d3c5b8;#58472a;#211b15;#a1a19c;#76725b
http://www.wga.hu/art/m/murillo/1/102murin.jpg;MURILLO, Bartolomé Esteban;Baking of Flat Cakes;Oil on canvas;The Hermitage, St. Petersburg;genre;Spanish;1651-1700;black;brown;black;black;black;maroon;black;gray;brown;black;saddlebrown;black;black;black;maroon;black;darkslategray;sienna;#342017;#704928;#371a14;#29201f;#261714;#4a2216;#181214;#3f3126;#9c7446
http://www.wga.hu/art/m/magnasco/3banditt.jpg;MAGNASCO, Alessandro;Banditti at Rest;Oil on canvas;The Hermitage, St. Petersburg;landscape;Italian;1701-1750;green;gray;green;gray;gray;brown;black;black;gray;darkolivegreen;darkslategray;darkolivegreen;darkgray;dimgrey;rosybrown;black;black;grey;#746244;#3e3228;#5b4b38;#a49f94;#847252;#a59373;#291d18;#1a120f;#8f8166
http://www.wga.hu/art/p/pynacker/barge.jpg;PYNACKER, Adam;Barges on a River;Oil on canvas;The Hermitage, St. Petersburg;landscape;Dutch;1651-1700;gray;yellow;gray;yellow;gray;gray;gray;brown;black;dimgrey;darkkhaki;darkgray;khaki;grey;darkslategray;lightgray;rosybrown;black;#716247;#bc9e64;#afacb1;#edd399;#847f74;#322a1f;#d8ccbd;#aea084;#100b14
http://www.wga.hu/art/d/dael/basket.jpg;DAEL, Jan Frans van;Basket of Fruit;Oil on canvas;The Hermitage, St. Petersburg;still-life;Belgian;1801-1850;brown;brown;green;brown;black;brown;maroon;black;black;saddlebrown;saddlebrown;darkolivegreen;saddlebrown;black;darkgoldenrod;maroon;black;black;#8c5a14;#593c0c;#3f3613;#6a5015;#190a03;#bd8b1f;#422c06;#312509;#2b1904
http://www.wga.hu/art/n/naldini/bathsheb.jpg;NALDINI, Giovan Battista;Bathsheba;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1551-1600;black;black;green;black;brown;brown;gray;brown;brown;black;black;darkolivegreen;black;burlywood;saddlebrown;darkslategray;sienna;peru;#3c2116;#15080a;#483724;#2a1511;#e1b878;#59321d;#33251d;#7d5834;#b28855
http://www.wga.hu/art/m/meulen/battle1.jpg;MEULEN, Adam Frans van der;Battle;Oil on canvas;The Hermitage, St. Petersburg;historical;Flemish;1651-1700;green;green;brown;gray;gray;gray;black;gray;brown;darkolivegreen;darkolivegreen;rosybrown;grey;dimgrey;darkslategray;black;darkslategray;sienna;#5e4b3d;#523b31;#aa9270;#857667;#5f595d;#3b2d31;#160e23;#261e2b;#866641
http://www.wga.hu/art/c/corte_j/battle_t.jpg;CORTE, Juan de la;Battle;Oil on canvas;The Hermitage, St. Petersburg;historical;Spanish;1601-1650;green;black;gray;green;black;gray;black;brown;green;darkolivegreen;black;darkslategray;darkolivegreen;black;darkslategray;black;sienna;darkolivegreen;#4d3218;#291a18;#392719;#6e5a2e;#31201b;#42311d;#1d131a;#8e7b45;#5a421f
http://www.wga.hu/art/c/caraglio/hercules.jpg;CARAGLIO, Giovanni Jacopo;Battle between Hercules and Centaurs;Engraving;The Hermitage, St. Petersburg;mythological;Italian;1501-1550;green;brown;brown;gray;brown;gray;brown;gray;brown;darkolivegreen;wheat;tan;grey;tan;dimgrey;rosybrown;grey;rosybrown;#655a44;#e6d5c1;#bcad95;#9d8f76;#ccbca4;#80735b;#a7987f;#91836b;#b2a289
http://www.wga.hu/art/g/giordano/2/lapiths.jpg;GIORDANO, Luca;Battle between the Lapiths and the Centaurs;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1651-1700;gray;black;gray;gray;gray;gray;gray;brown;black;darkslategray;black;dimgrey;grey;dimgrey;darkgray;darkslategray;saddlebrown;black;#463228;#0c0d0c;#7b6147;#9b7e5b;#69676b;#b1a496;#534841;#704a31;#2a1f1c
http://www.wga.hu/art/p/parrocel/windmill.jpg;PARROCEL, Joseph;Battle by the Windmill;Oil on canvas;The Hermitage, St. Petersburg;landscape;French;1651-1700;black;green;gray;black;gray;gray;green;brown;brown;black;darkolivegreen;grey;black;darkslategray;dimgrey;darkolivegreen;tan;rosybrown;#150f1d;#503628;#94967d;#241821;#372523;#86734f;#695033;#ccc29e;#afaa8a
http://www.wga.hu/art/a/adam1/battle.jpg;ADAM, Albrecht;Battle of Moscow on 7 September 1812;Oil and gouache on paper;The Hermitage, St. Petersburg;historical;German;1801-1850;gray;green;gray;gray;gray;gray;gray;brown;gray;grey;darkolivegreen;dimgrey;grey;dimgrey;dimgrey;silver;sienna;darkslategray;#9a9285;#5b4b32;#5b5654;#7c7771;#686664;#776445;#c8c0b4;#957d4c;#3c3228
http://www.wga.hu/art/b/boudin/051beach.jpg;BOUDIN, Eugène;Beach at Trouville;Oil on canvas;The Hermitage, St. Petersburg;landscape;French;1851-1900;gray;gray;gray;gray;gray;brown;gray;gray;gray;dimgrey;grey;darkgray;darkgray;silver;rosybrown;darkslategray;dimgrey;darkgray;#827258;#838084;#a8a6b6;#9c9593;#c5bcb4;#aca08d;#282926;#555f69;#9394a5
http://www.wga.hu/art/v/vos/paul/bearhunt.jpg;VOS, Paul de;Bear Hunt;Oil on canvas;The Hermitage, St. Petersburg;landscape;Flemish;1601-1650;gray;black;yellow;gray;black;black;green;black;gray;dimgrey;black;darkkhaki;grey;black;black;darkolivegreen;black;darkslategray;#867149;#251b1f;#c9b279;#9a987c;#0c030d;#1c0d13;#58452e;#100818;#362b28
http://www.wga.hu/art/d/decamps/mosque.jpg;DECAMPS, Alexandre Gabriel;Before a Mosque in Cairo;Oil on panel;The Hermitage, St. Petersburg;landscape;French;1801-1850;gray;gray;brown;gray;gray;green;gray;brown;green;darkslategray;dimgrey;tan;slategray;lightslategrey;darkolivegreen;darkslategray;peru;darkolivegreen;#312b17;#556575;#d0b07e;#687588;#798698;#766036;#495555;#a7844d;#554120
http://www.wga.hu/art/m/morland/thunder.jpg;MORLAND, George;Before a Thunderstorm;Oil on canvas;The Hermitage, St. Petersburg;landscape;English;1751-1800;gray;black;black;gray;gray;green;black;gray;green;dimgrey;black;black;darkslategray;darkslategray;darkolivegreen;black;darkgray;darkolivegreen;#73725f;#171f21;#1e2118;#222a24;#36361e;#655c2e;#0c1116;#a5a291;#4d4f3b
http://www.wga.hu/art/t/troyen/beheadin.jpg;TROYEN, Rombout van;Beheading of John the Baptist;Oil on panel;The Hermitage, St. Petersburg;religious;Dutch;1601-1650;gray;brown;green;green;black;black;brown;brown;gray;darkslategray;sienna;darkolivegreen;darkolivegreen;black;black;saddlebrown;saddlebrown;darkslategray;#3a2b1e;#a07a3e;#4d341a;#565247;#3b2612;#29251d;#61411e;#825928;#3e3b32
http://www.wga.hu/art/r/rembrand/15oldtes/14oldtes.jpg;REMBRANDT Harmenszoon van Rijn;Biblical Scene;Oil on wood;The Hermitage, St. Petersburg;religious;Dutch;1601-1650;brown;brown;brown;gray;black;green;green;gray;brown;saddlebrown;sienna;peru;darkslategray;black;darkolivegreen;darkolivegreen;darkslategray;peru;#6c411e;#8d5927;#dd9c47;#453420;#181315;#554427;#6f5c33;#3b2318;#aa793b
http://www.wga.hu/art/h/hondecoe/melchior/birdspar.jpg;HONDECOETER, Melchior d';Birds in a Park;Oil on canvas;The Hermitage, St. Petersburg;still-life;Dutch;1651-1700;gray;brown;gray;black;green;brown;green;black;yellow;darkslategray;saddlebrown;grey;black;darkolivegreen;saddlebrown;darkolivegreen;black;palegoldenrod;#3e2518;#86501a;#9e8756;#1d1312;#493524;#5d3418;#6b5231;#2c1e19;#e5cfa1
http://www.wga.hu/art/c/coypel/noel-nic/dianven1.jpg;COYPEL, Noel-Nicolas;Birth of Venus;Oil on canvas;The Hermitage, St. Petersburg;mythological;French;1701-1750;maroon;brown;brown;green;brown;gray;black;brown;gray;maroon;sienna;peru;darkolivegreen;tan;grey;black;saddlebrown;dimgrey;#412212;#a1753f;#bb9258;#514136;#c6af86;#99948b;#201c22;#845222;#6b645c
http://www.wga.hu/art/c/cezanne/5/1variou2.jpg;CÉZANNE, Paul;Blue Landscape;Oil on canvas;The Hermitage, St. Petersburg;landscape;French;1851-1900;gray;gray;gray;brown;gray;gray;black;gray;brown;darkslategray;dimgrey;darkslategray;rosybrown;darkslategray;lightslategrey;black;gainsboro;tan;#464c45;#656776;#42455e;#a89784;#272e3b;#8989a2;#10161c;#e8deda;#ca9f7d
http://www.wga.hu/art/b/boningto/boatshor.jpg;BONINGTON, Richard Parkes;Boats near the Shore of Normandy;Oil on canvas;The Hermitage, St. Petersburg;landscape;English;1801-1850;gray;gray;green;brown;green;gray;brown;gray;brown;darkslategray;darkslategray;darkolivegreen;rosybrown;darkolivegreen;dimgrey;rosybrown;grey;tan;#35221f;#4b3b2e;#5a402a;#a29177;#6a5033;#7a6448;#b49d7c;#8d7e66;#cdb085
http://www.wga.hu/art/p/pissarro/camille/2/paris05.jpg;PISSARRO, Camille;Boulevard Montmartre in Paris;Oil on canvas;The Hermitage, St. Petersburg;landscape;French;1851-1900;gray;gray;gray;green;green;gray;gray;black;gray;darkgray;darkslategray;silver;darkolivegreen;darkolivegreen;grey;dimgrey;black;darkslategray;#9a9b8f;#4e4038;#c2cbc9;#59524a;#6a5141;#867764;#746353;#1e1b1c;#382f2c
http://www.wga.hu/art/c/cezanne/2/3still1.jpg;CÉZANNE, Paul;Bouquet of Flowers in a Blue Vase;Oil on canvas;The Hermitage, St. Petersburg;still-life;French;1851-1900;yellow;black;green;gray;gray;gray;gray;gray;gray;darkkhaki;black;darkolivegreen;darkslategray;darkslategray;darkslategray;dimgrey;silver;grey;#bfaa7f;#121314;#543b2d;#52514a;#2b2b28;#3e3c35;#70685a;#cec1aa;#8f8578
http://www.wga.hu/art/n/nunez/boy_flea.jpg;NÚÑEZ DE VILLAVICENCIO, Pedro;Boy Looking for Fleas on a Dog;Oil on canvas;The Hermitage, St. Petersburg;genre;Spanish;1651-1700;brown;green;brown;brown;gray;green;maroon;brown;black;saddlebrown;darkolivegreen;saddlebrown;saddlebrown;darkslategray;darkolivegreen;maroon;peru;black;#8d4d19;#584535;#6c311a;#542f20;#3f2a25;#523c2d;#4a2219;#bd8e4f;#2e1919
http://www.wga.hu/art/m/murillo/1/111muril.jpg;MURILLO, Bartolomé Esteban;Boy with a Dog;Oil on canvas;The Hermitage, St. Petersburg;genre;Spanish;1651-1700;gray;brown;yellow;green;black;brown;brown;brown;brown;darkslategray;sienna;darkkhaki;darkolivegreen;black;peru;peru;sandybrown;saddlebrown;#462816;#8d6038;#cca470;#5d442f;#1f0e0d;#9f7b52;#ca7f3c;#f0b765;#7d4520
http://www.wga.hu/art/l/luti/boyflute.jpg;LUTI, Benedetto;Boy with a Flute;Oil on canvas;The Hermitage, St. Petersburg;portrait;Italian;1701-1750;green;brown;gray;gray;brown;brown;green;green;gray;darkolivegreen;saddlebrown;darkslategray;darkslategray;peru;tan;darkolivegreen;darkolivegreen;dimgrey;#614f34;#805123;#3e2b1a;#47473a;#a8804a;#cfb588;#765b32;#5b4022;#5f6356
http://www.wga.hu/art/v/velazque/01/0101vela.jpg;VELÁZQUEZ, Diego Rodriguez de Silva y;Breakfast;Oil on canvas;The Hermitage, St. Petersburg;genre;Spanish;1601-1650;brown;brown;brown;black;brown;maroon;yellow;black;black;saddlebrown;saddlebrown;sienna;black;saddlebrown;maroon;darkkhaki;black;black;#915509;#4d2c0f;#9e7828;#250f09;#6b4312;#612906;#c9aa58;#391b0b;#120405
http://www.wga.hu/art/m/metsu/1/breakfes.jpg;METSU, Gabriel;Breakfast;Oil on panel;The Hermitage, St. Petersburg;genre;Dutch;1651-1700;brown;brown;brown;brown;brown;black;maroon;black;black;saddlebrown;tan;sienna;peru;saddlebrown;black;maroon;black;black;#673e1e;#cebb85;#946a30;#9d8351;#7e5929;#1e1214;#541c16;#1f1a22;#2e1d19
http://www.wga.hu/art/s/slingela/youngman.jpg;SLINGELAND, Pieter Cornelisz. van;Breakfast of a Young Man;Oil on canvas;The Hermitage, St. Petersburg;genre;Dutch;1651-1700;gray;brown;green;brown;gray;black;brown;black;brown;dimgrey;peru;darkolivegreen;tan;dimgrey;black;saddlebrown;black;saddlebrown;#5c5f4f;#ae8249;#4b3219;#c0b18f;#8f744f;#16120e;#845427;#372212;#663f19
http://www.wga.hu/art/h/heda/crab.jpg;HEDA, Willem Claesz.;Breakfast of Crab;Oil on canvas;The Hermitage, St. Petersburg;still-life;Dutch;1601-1650;gray;green;gray;black;black;gray;gray;brown;black;grey;darkolivegreen;dimgrey;black;black;darkslategray;darkslategray;tan;black;#9d9779;#57583f;#6d6d4f;#150c13;#282221;#36332b;#444433;#cebb9e;#1c1519
http://www.wga.hu/art/l/luttichu/breakfas.jpg;LUTTICHUIJS, Simon;Breakfast with Ham;Oil on canvas;The Hermitage, St. Petersburg;still-life;Dutch;1601-1650;brown;black;black;black;black;brown;black;black;green;burlywood;black;black;black;black;sienna;black;black;darkolivegreen;#d3b473;#1f0f14;#0b0715;#0f0613;#070311;#856731;#100b18;#311f18;#50381f
http://www.wga.hu/art/e/es/oysters.jpg;ES, Jacob van;Breakfast with Oysters;Oil on panel;The Hermitage, St. Petersburg;still-life;Flemish;1601-1650;brown;black;brown;green;brown;brown;yellow;brown;maroon;saddlebrown;black;saddlebrown;darkolivegreen;saddlebrown;saddlebrown;darkkhaki;peru;maroon;#69430d;#301e13;#7d470b;#726328;#5e360e;#95610f;#c4aa58;#a08537;#4e2912
http://www.wga.hu/art/d/daumier/061burde.jpg;DAUMIER, Honoré;Burden;Oil on canvas;The Hermitage, St. Petersburg;other;French;1801-1850;gray;gray;green;gray;gray;gray;gray;brown;black;darkslategray;darkslategray;darkolivegreen;dimgrey;darkslategray;darkslategray;dimgrey;saddlebrown;black;#543a36;#351e21;#6c4b3e;#876655;#402f37;#4a2923;#5e494c;#774d33;#21121e
http://www.wga.hu/art/p/perugino/saints/sebasti3.jpg;PERUGINO, Pietro;Bust of St Sebastian;Tempera and oil on panel;The Hermitage, St. Petersburg;religious;Italian;1451-1500;brown;brown;gray;black;yellow;brown;brown;brown;brown;sienna;burlywood;darkslategray;black;khaki;peru;peru;sandybrown;burlywood;#845a30;#f0c887;#473221;#131111;#f4d398;#a9773f;#c69151;#dba966;#e9bb78
http://www.wga.hu/art/o/ochterve/grapes.jpg;OCHTERVELT, Jacob;Buying Grapes;Oil on canvas;The Hermitage, St. Petersburg;genre;Dutch;1651-1700;black;green;gray;brown;black;green;black;green;green;black;darkolivegreen;darkslategray;peru;black;darkolivegreen;black;darkolivegreen;darkolivegreen;#261e19;#654822;#36271c;#aa8b4d;#1a1717;#534327;#131013;#7c6433;#473722
http://www.wga.hu/art/u/ugolino/lorenzet/calvary.jpg;UGOLINO-LORENZETTI;Calvary;Tempera on panel;The Hermitage, St. Petersburg;religious;Italian;1301-1350;brown;green;brown;black;green;brown;gray;green;yellow;sienna;darkolivegreen;saddlebrown;black;darkolivegreen;burlywood;grey;darkolivegreen;darkkhaki;#846a3f;#6a532e;#863e1f;#2a1f17;#55371e;#dbbe6f;#9b8a65;#554835;#c5a251
http://www.wga.hu/art/d/dillens/adolphe/joan_arc.jpg;DILLENS, Adolphe-Alexandre;Capture of Joan of Arc;Oil on panel;The Hermitage, St. Petersburg;historical;Belgian;1851-1900;gray;black;gray;yellow;brown;black;gray;gray;gray;darkslategray;black;dimgrey;darkkhaki;saddlebrown;black;grey;grey;grey;#453425;#2a1e1e;#827a52;#ba9963;#78562b;#100f1b;#9d9375;#9a885a;#788275
http://www.wga.hu/art/r/rombouts/card_plb.jpg;ROMBOUTS, Theodor;Card Game;Oil on canvas;The Hermitage, St. Petersburg;genre;Flemish;1601-1650;brown;black;brown;gray;gray;brown;green;green;brown;saddlebrown;black;sienna;darkslategray;darkslategray;tan;darkolivegreen;darkolivegreen;peru;#7a2f22;#130e1a;#7d5d37;#3d2b25;#272228;#d0c19c;#4c3b2c;#5c4a33;#a88345
http://www.wga.hu/art/f/francken/hierony3/carrying.jpg;FRANCKEN, Hieronymus, III;Carrying the Cross;Oil on canvas;The Hermitage, St. Petersburg;religious;Flemish;1651-1700;brown;green;green;black;brown;green;green;brown;black;sienna;darkolivegreen;darkolivegreen;black;saddlebrown;darkolivegreen;darkolivegreen;saddlebrown;black;#8d702f;#615739;#5d421c;#000000;#5a2812;#6c5828;#473a23;#784c16;#2f2519
http://www.wga.hu/art/v/velde/peter/castle.jpg;VELDE, Peter van den;Castle on a River Bank;Oil on canvas;The Hermitage, St. Petersburg;landscape;Flemish;1651-1700;gray;green;brown;gray;black;brown;gray;brown;brown;lightslategrey;darkolivegreen;sienna;grey;black;rosybrown;grey;tan;tan;#8c9a8f;#5d4627;#87662c;#a1956d;#25191b;#aca789;#887f60;#bfb185;#c9bd96
http://www.wga.hu/art/l/langetti/cato.jpg;LANGETTI, Giovanni Battista;Cato;Oil on canvas;The Hermitage, St. Petersburg;mythological;Italian;1651-1700;maroon;maroon;black;black;gray;green;brown;black;brown;maroon;maroon;black;black;darkslategray;darkolivegreen;peru;black;saddlebrown;#5f180b;#422311;#1f1914;#181410;#2e2a20;#4b3520;#cd9d50;#2a1e14;#7d5321
http://www.wga.hu/art/m/maas/cavalry.jpg;MAAS, Dirk;Cavalry Encounter;Oil on canvas;The Hermitage, St. Petersburg;historical;Dutch;1651-1700;black;green;gray;gray;yellow;gray;black;green;black;black;darkolivegreen;darkslategray;dimgrey;darkkhaki;darkslategray;black;darkolivegreen;black;#2f2219;#625134;#38281c;#84734d;#b29862;#423221;#1b1410;#4e3e28;#271c15
http://www.wga.hu/art/m/meulen/battle2.jpg;MEULEN, Adam Frans van der;Cavalry Engagement;Oil on canvas;The Hermitage, St. Petersburg;historical;Flemish;1651-1700;gray;black;black;black;gray;gray;gray;green;gray;dimgrey;black;black;black;grey;darkslategray;darkslategray;darkolivegreen;darkslategray;#625c50;#27201c;#1c1515;#302015;#858381;#32251e;#38342f;#5b442a;#443120
